gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2991477303	5a3b50fa-c882-4129-9405-38e54c0a73f3	2a913c3c-2053-4519-86e9-15ab9ba9c677	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	8.85 miles east of No. 1 Rabbit fence on the track to Clampton	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-29.874167	118.647222	100.0						1995-10-22T00:00:00	22	10	1995	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 9228934	1808	N.G. Karunajeewa	2014-03-11T00:00:00	CC_BY_4_0		Smith, B.H.			2021-10-16T13:04:55.318Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2991470336	5a3b50fa-c882-4129-9405-38e54c0a73f3	efb9e079-b10d-4d29-b25a-ed96afe6f526	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	Hyden-Norseman Road, Grevillea Hill Picnic stop, 124 km E of Hyden	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-32.3039	120.138617	100.0						2016-05-20T00:00:00	20	5	2016	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 9281894	3528			CC_BY_4_0		Wajon, J.E.			2021-10-16T13:05:02.934Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854435727	5a3b50fa-c882-4129-9405-38e54c0a73f3	f5582a71-36d5-4776-9cc8-de0f8fd70577	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	2 km E of Bluff Creek Road, Hassell Highway,	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-34.782778	118.333889							1992-01-20T00:00:00	20	1	1992	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 4374665	6529			CC_BY_4_0		Croxford, E.J.			2021-10-16T13:05:29.209Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854418158	5a3b50fa-c882-4129-9405-38e54c0a73f3	f7001471-baf4-4aaa-9691-98124aebcf88	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	30 km SW of Koornong Road along Fitzgerald Road, 5 km NE of Fitzgerald (Highway 1)	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-33.75	119.5							1985-11-29T00:00:00	29	11	1985	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 2607182	1345			CC_BY_4_0		Foreman, D.B.			2021-10-16T13:05:25.554Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854416756	5a3b50fa-c882-4129-9405-38e54c0a73f3	f319bbcc-41a9-44fa-bd6a-feed6fe454e7	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	60.7 km E of Hyden	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-32.420278	119.428889							1995-11-06T00:00:00	6	11	1995	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 5174066	S 4094			CC_BY_4_0		Sweedman, L.			2021-10-16T13:05:22.824Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854412626	5a3b50fa-c882-4129-9405-38e54c0a73f3	cc80e4b5-85f6-4fc4-83d4-efbf5490c91c	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	Karroun Hill Reserve, E edge, 47 km NNW of Beacon,	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-30.05	118.033333											3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 4953363	172			CC_BY_4_0		King, H.			2021-10-16T13:05:24.858Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854400557	5a3b50fa-c882-4129-9405-38e54c0a73f3	f8b855c6-e54d-4c9f-807b-7ffb0556162a	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	Warrungup	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-34.299722	118.133333	3000.0						1943-11-02T00:00:00	2	11	1943	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 2607018		R. Carolin	1969-05-21T00:00:00	CC_BY_4_0		Gardner, C.A.			2021-10-16T13:05:04.744Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854399448	5a3b50fa-c882-4129-9405-38e54c0a73f3	f43836f0-be08-4cb6-bb7f-172eb8074822	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	31.5 km from Newdegate on the Newdegate to Pingrup Road	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-33.303056	118.858889	100.0						2011-02-24T00:00:00	24	2	2011	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 8292280	4065			CC_BY_4_0		Byrne, G.			2021-10-16T13:05:24.698Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854393302	5a3b50fa-c882-4129-9405-38e54c0a73f3	d0b1043d-8c23-4758-908e-17d33c2eca9f	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	27 km from Ravensthorpe corner of Bridges Road and Lake King - Ravensthorpe Road,	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-33.385969	119.912049	100.0						1998-11-14T00:00:00	14	11	1998	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 5321492	377			CC_BY_4_0		Bennett, M.			2021-10-16T13:05:25.426Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854392014	5a3b50fa-c882-4129-9405-38e54c0a73f3	f18af2a3-532f-41ad-b14d-17ca24de6ad0	Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Goodenia	Goodenia incana		SPECIES	Goodenia incana R.Br.	Goodenia incana	R.Br.	AU	Gravel pit, Jerdacuttup Road, near Woodstock Shed, ca 40 km SE of Ravensthorpe,	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-33.741245	120.322887	100.0						2000-10-15T00:00:00	15	10	2000	3761223	3761223	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 5794293	295			CC_BY_4_0		Williams, A.			2021-10-16T13:05:24.643Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
