gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3335445783	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/89302266	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus		AU		Northern Territory	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-25.214088	130.979469	5000.0						2005-08-19T12:17:00	19	8	2005	7330833	7330833	HUMAN_OBSERVATION	iNaturalist	Observations	89302266		sworboys	2021-07-31T11:21:45	CC_BY_NC_4_0	sworboys	sworboys			2021-11-17T23:23:36.682Z	StillImage	COORDINATE_ROUNDED
3107618321	9360958c-3534-4d53-874e-4a952eea3e6d	9cce447b-1d91-4550-a873-b92ef91bca33	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus	Desf.	AU	Near helicopter drop B27, 1.6 km E of WA border, c 38.5 km N of Aboriginal Business Rd (to Tjuntjuntjara), in Mamungari Conservation Park	South Australia	PRESENT		cc338b0f-4582-4873-8a4c-aa5c400ed0bb	-29.233327	129.015263	15.0	1.0E-6	280.0	0.0			2017-09-20T00:00:00	20	9	2017	7330833	7330833	PRESERVED_SPECIMEN	AD	AD	AD 281682	BS1137-139	Lang, P.J.	2017-09-20T00:00:00	CC_BY_4_0		Lang, P.J.|Canty, P.D.|Kellermann, J.		NATIVE	2021-10-16T13:02:23.200Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3107460370	5a3b50fa-c882-4129-9405-38e54c0a73f3	58364dbe-74fa-4380-b417-b7406351c6d0	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus	Desf.	AU	Rawlinson Range. Low dune, 0.5 km ESE of base camp, 24 km NW of Giles Meteorological Station	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-24.255	128.112222	100.0						2012-08-27T00:00:00	27	8	2012	7330833	7330833	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 9230181	7725	N.G. Walsh	2012-08-27T00:00:00	CC_BY_4_0		Walsh, N.G.			2021-10-16T13:05:21.181Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3107457318	5a3b50fa-c882-4129-9405-38e54c0a73f3	116c42e5-fc57-4e5c-ad9d-3b43500b0a52	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus	Desf.	AU	1 km N of the Woodleigh road on the Byro Woodleigh road	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-26.195472	115.021528	100.0						2018-10-29T00:00:00	29	10	2018	7330833	7330833	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 9261109	9389			CC_BY_4_0		Sweedman, L.S.J.			2021-10-16T13:05:15.798Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3107447310	5a3b50fa-c882-4129-9405-38e54c0a73f3	11bdbea6-bf46-408c-b04d-2ccf47189d08	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus	Desf.	AU	Little Sandy Desert, 9.5 km S along Vermin Proof Fence from where it crosses Ilgarari (Yannerie) Creek, E of Great Northern Highway, 59 km (61 degrees) NE of Kumarina Roadhouse	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-24.452222	120.117778	3000.0						1991-08-10T00:00:00	10	8	1991	7330833	7330833	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 9327789	8067			CC_BY_4_0		Hopper, S.D.			2021-10-16T13:04:55.242Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3107443449	5a3b50fa-c882-4129-9405-38e54c0a73f3	b3c29911-8d07-4408-a6e3-27a25dea4ae2	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus	Desf.	AU	Ngaanyatjarraku Shire. Track from Warakurna to Karrku outstation, 37.5 km NW of Giles Meteorological Station	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-24.804444	128.030278	100.0						2012-08-15T00:00:00	15	8	2012	7330833	7330833	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 9229531	7601 a	N.G. Walsh	2012-08-15T00:00:00	CC_BY_4_0		Walsh, N.G.			2021-10-16T13:05:02.408Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3018123318	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/9069176	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus		AU		Northern Territory	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-25.238868	130.99251							2016-07-27T18:02:00	27	7	2016	7330833	7330833	HUMAN_OBSERVATION	iNaturalist	Observations	9069176		Ralph Foster	2017-12-07T13:14:41	CC0_1_0	ronavery	ronavery			2021-11-17T23:41:00.592Z	StillImage	COORDINATE_ROUNDED
2874180132	2a513d16-f4ce-4252-974f-2486ce70b788	ebe5b027-542d-465f-be14-f66cfbaad3bb	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus		AU		South Australia	PRESENT	10	4c46f883-69c1-42ac-8a20-4cdba2afb9a6	-31.96349	135.67502	50.0						2019-08-24T00:00:00	24	8	2019	7330833	7330833	HUMAN_OBSERVATION			OPP974850-3				CC_BY_4_0		MCCALLUM B.J. Ben			2021-10-01T18:21:02.724Z		
2854431655	5a3b50fa-c882-4129-9405-38e54c0a73f3	eec81c2f-281b-4859-b48d-0c2713b50f28	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus	Desf.	AU	Lake Means [Lake Mears]	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-32.238333	117.355	3000.0						1966-09-24T00:00:00	24	9	1966	7330833	7330833	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 3292800				CC_BY_4_0		Clover, G.			2021-10-16T13:05:29.009Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2854428612	5a3b50fa-c882-4129-9405-38e54c0a73f3	ff160792-c733-4fa5-b016-f561bd46e54f	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon ramulosus		SPECIES	Gyrostemon ramulosus Desf.	Gyrostemon ramulosus	Desf.	AU	S side of Lake Kerrylyn, ca. 6.9 km on a bearing of 48 degrees from Mt Methwin, Birriliburu Indigenous Protected Area [plot C035]	Western Australia	PRESENT		e6e855d7-9775-400f-883b-c4e04e517d79	-25.046607	120.740325	100.0						2012-08-15T00:00:00	15	8	2012	7330833	7330833	PRESERVED_SPECIMEN	PERTH	PERTH	PERTH 8977283	NG 7019			CC_BY_4_0		Gibson, N.|van Leeuwen, S.|Langley, M.A.|Brown, K.			2021-10-16T13:05:23.080Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
