"dataResourceUid","images","raw_recordedBy","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","measurementRemarks","measurementValue","relationshipRemarks","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr368","","NSWOBS-01890","","","CC-BY 4.0 (Int)","","","","","","","10","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Royal Botanic Gardens Herbarium Specimen Register","NSW Dept of Planning, Industry and Environment","PRESERVED_SPECIMEN","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8931 - WALLERAWANG"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""Central Tablelands"",""floraReserve"":""N/A"",""dcterms_type"":""PhysicalObject"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-07-13T12:27:13.77+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""Royal Botanic Gardens Herbarium Specimen Register"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""WOLGAN"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 15/07/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:NSW427398","NSW427398","NSW427398","NSWOBS-01890","","","","","","","","","PRESENT","","","","","","","Royal Botanic Gardens & National Herbarium of NSW, Sydney NSW427398","occurrenceRemarks withheld","","","0a73b103-1d92-4088-b2e5-a342c3ebd248","","","","","","1990-01-31T13:00:00Z","","1990","2","1","","","","","","","","","NSW427398","","","","","","Australia","AU","New South Wales","LITHGOW","","locality withheld","","","","","","","","","","","locationRemarks withheld","-33.24843403137139","150.11783099999997","EPSG:4326","10000.0","1.0E-9","","-33.248433677","","150.117830716","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","4b032d41-01ee-4043-9dbe-458cac9a365f","","","Actinotus forsythii","","","","","","","","",""
"dr368","","NSWOBS-08119","","","CC-BY 4.0 (Int)","","","","","","","10","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Royal Botanic Gardens Herbarium Specimen Register","NSW Dept of Planning, Industry and Environment","PRESERVED_SPECIMEN","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8929 - BURRAGORANG"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""Central Coast"",""floraReserve"":""N/A"",""dcterms_type"":""PhysicalObject"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-07-13T12:27:13.77+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""Nattai NP"",""sourceDatasetName"":""Royal Botanic Gardens Herbarium Specimen Register"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 15/07/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:NSW430075","NSW430075","NSW430075","NSWOBS-08119","","","","","","","","","PRESENT","","","","","","","Royal Botanic Gardens & National Herbarium of NSW, Sydney NSW430075","occurrenceRemarks withheld","","","fdc3f418-e411-416e-b7cb-89e733bec908","","","","","","1999-02-22T13:00:00Z","","1999","2","23","","","","","","","","","NSW430075","","","","","","Australia","AU","New South Wales","WINGECARRIBEE","","locality withheld","","","","","","","","","","","locationRemarks withheld","-34.286486032845865","150.341731","EPSG:4326","1000.0","1.0E-9","","-34.286485891","","150.341731066","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","fd75fce4-e630-4dfb-afe5-d37b59980db8","","","Actinotus forsythii","","","","","","","","",""
"dr368","","NSWOBS-01993","","","CC-BY 4.0 (Int)","","","","","","","10","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Royal Botanic Gardens Herbarium Specimen Register","NSW Dept of Planning, Industry and Environment","PRESERVED_SPECIMEN","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8930 - KATOOMBA"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""Central Tablelands"",""floraReserve"":""N/A"",""dcterms_type"":""PhysicalObject"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-07-13T12:27:13.77+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""Blue Mountains NP"",""sourceDatasetName"":""Royal Botanic Gardens Herbarium Specimen Register"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 15/07/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:NSW574979","NSW574979","NSW574979","NSWOBS-01993","","","","","","","","","PRESENT","","","","","","","Royal Botanic Gardens & National Herbarium of NSW, Sydney NSW574979","occurrenceRemarks withheld","","","","","","","","","1959-05-10T14:00:00Z","","1959","5","11","","","","","","","","","NSW574979","","","","","","Australia","AU","New South Wales","BLUE MOUNTAINS","","locality withheld","","","","","","","","","","","locationRemarks withheld","-33.748434032092064","150.25117000000003","EPSG:4326","25000.0","1.0E-9","","-33.74843387","","150.25117003","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","6a89e4d3-8d59-45f4-90fd-7e1eaeb6ba60","","","Actinotus forsythii","","","","","","","","",""
"dr368","","COSJ","","","CC-BY 4.0 (Int)","","","","","","","1","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","DPIE Default Sightings","NSW Dept of Planning, Industry and Environment","HUMAN_OBSERVATION","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8928 - MOSS VALE"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""Central Tablelands"",""floraReserve"":""N/A"",""dcterms_type"":""Event"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-04-22T10:26:07.863+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""Morton NP"",""sourceDatasetName"":""DPIE Default Sightings"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 5/06/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SJJSI0166933","SJJSI0166933","","Cosj","","","","","","FL Flowering","","","PRESENT","","","","","","","","occurrenceRemarks withheld","","","","","","","","","1984-02-26T13:00:00Z","","1984","2","27","","","","","","","","","LJJSI0041301","","","","","","Australia","AU","New South Wales","WINGECARRIBEE","","locality withheld","","","","","","","","","","","locationRemarks withheld","-34.68473703338831","150.296264","EPSG:4326","1000.0","1.0E-9","","-34.684736622","","150.29626357","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","HumanObservation","","","Actinotus forsythii","","","","","","","Published dataset","","b9a573cf-49fa-4186-a860-b75e8b340c75","","","Actinotus forsythii","","","","","","","","",""
"dr368","","NSWOBS-02054;NSWOBS-07941","","","CC-BY 4.0 (Int)","","","","","","","10","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Royal Botanic Gardens Herbarium Specimen Register","NSW Dept of Planning, Industry and Environment","PRESERVED_SPECIMEN","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8930 - KATOOMBA"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""Central Tablelands"",""floraReserve"":""N/A"",""dcterms_type"":""PhysicalObject"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-07-13T12:27:13.77+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""Royal Botanic Gardens Herbarium Specimen Register"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 15/07/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:NSW617381","NSW617381","NSW617381","NSWOBS-02054;NSWOBS-07941","","","","","","","","","PRESENT","","","","","","","Royal Botanic Gardens & National Herbarium of NSW, Sydney NSW617381","occurrenceRemarks withheld","","","94a2321d-a70f-4928-8fda-0040bb12313f","","","","","","2004-02-20T13:00:00Z","","2004","2","21","","","","","","","","","NSW617381","","","","","","Australia","AU","New South Wales","BLUE MOUNTAINS","","locality withheld","","1050.0","1050.0","","","","","","","","locationRemarks withheld","-33.674545031986746","150.24366900000004","EPSG:4326","30.0","1.0E-9","","-33.674545089","","150.243668789","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","5834bd68-b109-4303-92c3-e0ac47e07c45","","","Actinotus forsythii","","","","","","","","",""
"dr368","","NSWOBS-12822","","","CC-BY 4.0 (Int)","","","","","","","10","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Royal Botanic Gardens Herbarium Specimen Register","NSW Dept of Planning, Industry and Environment","PRESERVED_SPECIMEN","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8927 - ULLADULLA"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""dcterms_type"":""PhysicalObject"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-07-13T12:27:13.77+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""Morton NP"",""sourceDatasetName"":""Royal Botanic Gardens Herbarium Specimen Register"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""South East Corner (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 15/07/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:NSW364843","NSW364843","NSW364843","NSWOBS-12822","","","","","","","","","PRESENT","","","","","","","Royal Botanic Gardens & National Herbarium of NSW, Sydney NSW364843","occurrenceRemarks withheld","","","3c880863-72bd-4d3f-9118-158609f8f0bf","","","","","","1946-05-11T14:00:00Z","","1946","5","12","","","","","","","","","NSW364843","","","","","","Australia","AU","New South Wales","SHOALHAVEN","","locality withheld","","610.0","610.0","","","","","","","","locationRemarks withheld","-35.231766034110436","150.267853","EPSG:4326","10000.0","1.0E-9","","-35.231765562","","150.267853234","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","40f360b7-cf97-407e-a1e2-7b5d693997b4","","","Actinotus forsythii","","","","","","","","",""
"dr368","","NSWOBS-01993","","","CC-BY 4.0 (Int)","","","","","","","10","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Royal Botanic Gardens Herbarium Specimen Register","NSW Dept of Planning, Industry and Environment","PRESERVED_SPECIMEN","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8927 - ULLADULLA"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""South Coast"",""floraReserve"":""N/A"",""dcterms_type"":""PhysicalObject"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-07-13T12:27:13.77+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""Morton NP"",""sourceDatasetName"":""Royal Botanic Gardens Herbarium Specimen Register"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 15/07/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:NSW574978","NSW574978","NSW574978","NSWOBS-01993","","","","","","","","","PRESENT","","","","","","","Royal Botanic Gardens & National Herbarium of NSW, Sydney NSW574978","occurrenceRemarks withheld","","","3cd72c5e-9f1d-4941-b67d-44d7587a1050","","","","","","1962-02-03T14:00:00Z","","1962","2","4","","","","","","","","","NSW574978","","","","","","Australia","AU","New South Wales","SHOALHAVEN","","locality withheld","","","","","","","","","","","locationRemarks withheld","-35.348432034260874","150.267854","EPSG:4326","25000.0","1.0E-9","","-35.348432059","","150.267854053","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","c87e1817-0d0c-4f29-b833-6bd6ea293c7b","","","Actinotus forsythii","","","","","","","","",""
"dr368","","ODMP2108060F","2021-08-07T02:02:43.540+10:00","en","CC-BY 4.0 (Int)","NSW National Parks and Wildlife Service","","BioNet Atlas of NSW Wildlife 11/08/2021 1:00 AM +10:00","","","","1155","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","DPIE Data from Scientific Licences dataset","NSW National Parks and Wildlife Service","HUMAN_OBSERVATION","","","","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SDMPI0917478","SDMPI0917478","","ODMP2108060F","","","","","","","","","PRESENT","","","","","","","","occurrenceRemarks withheld","","","","","","","","","2021-02-02T13:00:00Z","","2021","2","3","","Sparse heath","","","","","","","LDMPI0176979","","","","","","Australia","AU","New South Wales","BLUE MOUNTAINS","","locality withheld","","965.0","965.0","","","","","","","","locationRemarks withheld","-33.73520003207322","150.2822","EPSG:4326","3.0","1.0E-9","","-33.7352","","150.2822","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","HumanObservation","","","Actinotus forsythii","","","","","","","Published dataset","","07b2a038-05a4-445d-a950-adadc53a34ce","Unknown","","Actinotus forsythii","","","","","","","","","Event"
"dr368","","OIXR13050202","","","CC-BY 4.0 (Int)","","","","","","","1155","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","DPIE Data from Scientific Licences dataset","NSW National Parks and Wildlife Service","HUMAN_OBSERVATION","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8930 - KATOOMBA"",""dcterms_rightsHolder"":""NSW National Parks and Wildlife Service"",""botanicalDivision"":""Central Tablelands"",""floraReserve"":""N/A"",""dcterms_type"":""Event"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-04-22T10:26:07.863+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""DPIE Data from Scientific Licences dataset"",""dcterms_language"":""en"",""dcterms_rights"":""Unknown"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 5/06/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SDMPI0745916","SDMPI0745916","","OIXR13050202","","","","","","","","","PRESENT","","","","","","","","occurrenceRemarks withheld","","","","","","","","","2016-02-11T13:00:00Z","","2016","2","12","","Open heath","","","","","","","LDMPI0144316","","","","","","Australia","AU","New South Wales","BLUE MOUNTAINS","","locality withheld","","1070.0","1070.0","","","","","","","","locationRemarks withheld","-33.72162903205389","150.285816","EPSG:4326","20.0","1.0E-9","","-33.721628986","","150.285816373","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","HumanObservation","","","Actinotus forsythii","","","","","","","Published dataset","","d0e68814-2f82-4240-b1be-492269d9a847","","","Actinotus forsythii","","","","","","","","",""
"dr368","","ODMP2108060F","2021-08-07T02:02:43.540+10:00","en","CC-BY 4.0 (Int)","NSW National Parks and Wildlife Service","","BioNet Atlas of NSW Wildlife 11/08/2021 1:00 AM +10:00","","","","1155","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","DPIE Data from Scientific Licences dataset","NSW National Parks and Wildlife Service","HUMAN_OBSERVATION","","","","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SDMPI0917484","SDMPI0917484","","ODMP2108060F","","","","","","","","","PRESENT","","","","","","","","occurrenceRemarks withheld","","","","","","","","","2021-02-11T13:00:00Z","","2021","2","12","","Open heath","","","","","","","LDMPI0176981","","","","","","Australia","AU","New South Wales","LITHGOW","","locality withheld","","1095.0","1095.0","","","","","","","","locationRemarks withheld","-33.44480003165664","150.17967","EPSG:4326","4.0","1.0E-9","","-33.4448","","150.17967","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","HumanObservation","","","Actinotus forsythii","","","","","","","Published dataset","","b4cdca1f-9627-45e0-89ef-dde9e11312c5","Unknown","","Actinotus forsythii","","","","","","","","","Event"
"dr368","","NSWOBS-06672","","","CC-BY 4.0 (Int)","","","","","","","10","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Royal Botanic Gardens Herbarium Specimen Register","NSW Dept of Planning, Industry and Environment","PRESERVED_SPECIMEN","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8930 - KATOOMBA"",""dcterms_rightsHolder"":""NSW Dept of Planning, Industry and Environment"",""botanicalDivision"":""Central Tablelands"",""floraReserve"":""N/A"",""dcterms_type"":""PhysicalObject"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""dcterms_modified"":""2020-07-13T12:27:13.77+10:00"",""observationType"":""Flora Record"",""profileID"":""N/A"",""reserve"":""Blue Mountains NP"",""sourceDatasetName"":""Royal Botanic Gardens Herbarium Specimen Register"",""dcterms_language"":""en"",""dcterms_rights"":""CC-BY 4.0"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""dcterms_bibliographicCitation"":""BioNet Atlas of NSW Wildlife 15/07/2020 1:00 AM +10:00"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:NSW457543","NSW457543","NSW457543","NSWOBS-06672","","","","","","","","","PRESENT","","","","","","","Royal Botanic Gardens & National Herbarium of NSW, Sydney NSW457543","occurrenceRemarks withheld","","","092e44ef-e49e-41f5-8354-51741171c42c","","","","","","1997-08-26T14:00:00Z","","1997","8","27","","","","","","","","","NSW457543","","","","","","Australia","AU","New South Wales","BLUE MOUNTAINS","","locality withheld","","","","","","","","","","","locationRemarks withheld","-33.748434032092064","150.267837","EPSG:4326","10000.0","1.0E-9","","-33.748433779","","150.26783655","","GDA94","","","","","","","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","929160bb-56b6-4bea-b940-f5649008bbf7","","","Actinotus forsythii","","","","","","","","",""
"dr368","","ODMP2107270C","2021-07-28T02:06:59.507+10:00","en","CC-BY 4.0 (Int)","NSW National Parks and Wildlife Service","","BioNet Atlas of NSW Wildlife 11/08/2021 1:00 AM +10:00","","","","1155","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","DPIE Data from Scientific Licences dataset","NSW National Parks and Wildlife Service","HUMAN_OBSERVATION","","","","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SDMPI0900818","SDMPI0900818","","ODMP2107270C","10","","","","","","","","PRESENT","","","","","","","","occurrenceRemarks withheld","","","","","","","","","2021-02-22T13:00:00Z","12:53:00","2021","2","23","","","","","","","","","LDMPI0173448","","","","","","Australia","AU","New South Wales","LITHGOW","","locality withheld","","","","","","","","","","","locationRemarks withheld","-33.43019803163552","150.155063","EPSG:4326","3.0","1.0E-9","","-33.430197869","","150.155062905","","GDA94","","","","","","GPS","","","","","","","","","","","","","1092","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","ICBN","","","","HumanObservation","","","Actinotus forsythii","","","","","","","Published dataset","","7da878ef-f63f-4521-879b-8030f6caf07f","Unknown","","Actinotus forsythii","","","","","","","","","Event"
