"dataResourceUid","images","raw_recordedBy","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","measurementRemarks","measurementValue","relationshipRemarks","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr1411","","Tim","2021-05-07T04:21:07Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/73078428","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/73078428","73078428","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","c6f9b9aa-8d23-4e98-bc91-1d4f4bf7d2ba|934b13a2-86f5-4080-b4bb-175dc5b60cb0|e7299fd0-b339-42e0-8b7b-9d740b1bce9a","","","","","","2021-03-15T05:20:00Z","05:20:00Z","2021","3","15","2021/03/15 4:20 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains NSW, Australia","","","","","","","","","","","-33.732112","150.283762","EPSG:4326","43.0","","","-33.7321120757","","150.2837623023","","EPSG:4326","","","","","","","","","","163646846","","","Tim","2021-04-06T02:54:18Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","41c867ab-8e59-462a-806a-f40476b0c103","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Tim","2021-04-06T00:56:46Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/73001278","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/73001278","73001278","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","076532ce-a8f3-47ee-8d54-b0a8354420a5","","","","","","","04:36:40Z","2021","3","15","2021-03-15 3:36:40 PM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, NSW, Australia","","","","","","","","","","","-33.735321","150.282267","EPSG:4326","","","","-33.7353213997","","150.2822666","","EPSG:4326","","","","","","","","","","163492159","","","Tim","2021-04-05T12:26:54Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","be4aec5b-36f9-4837-84b7-e860ee83842e","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Tim","2021-04-06T03:19:26Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/73078417","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/73078417","73078417","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2021-03-15T04:57:00Z","04:57:00Z","2021","3","15","2021/03/15 3:57 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, NSW, Australia","","","","","","","","","","","-33.734427","150.282298","EPSG:4326","15.0","","","-33.7344270998","","150.2822979999","","EPSG:4326","","","","","","","","","","163646832","","","Tim","2021-04-06T02:54:14Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","1ea9c63a-c9a1-46d9-a952-aaceb0e0df25","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","tom_brennan","2021-05-09T14:01:24Z","","CC-BY-NC 4.0 (Int)","tom_brennan","","","https://www.inaturalist.org/observations/78042033","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/78042033","78042033","","","","","","","","flowering","","","PRESENT","","","","","","","","Actinotus forsythii (Pink Flannel Flower)","","","057ed5ed-3bf6-4fd4-9098-e6dfb6fd4934","","","","","","2020-12-12T03:36:00Z","03:36:00Z","2020","12","12","2020/12/12 2:36 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Newnes NSW 2790, Australia","","","","","","","","","","","-33.185029","150.199321","EPSG:4326","","","","-33.1850290617","","150.1993212233","","EPSG:4326","","","","","","","","","","173225749","","","tom_brennan","2021-05-09T11:37:17Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","3a799c3b-7dfa-49e9-9d90-32d7663935d7","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Margaret Sky","2021-03-05T06:05:05Z","","CC-BY-NC 4.0 (Int)","Margaret Sky","","","https://www.inaturalist.org/observations/70580708","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/70580708","70580708","","Sky, Margaret","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","21:29:41Z","2021","3","4","Thu Mar 04 2021 08:29:41 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains National Park, Blue Mountains, NSW, AU","","","","","","","","","","","-33.56028","150.276855","EPSG:4326","7.0","","","-33.56028","","150.276855","","EPSG:4326","","","","","","","","","","157795374","","","Margaret Sky","2021-03-04T23:48:04Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","6411892e-f885-4ca6-a82b-0fcea9c4b73d","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Tim","2021-04-06T03:19:44Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/73076690","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/73076690","73076690","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","41c867ab-8e59-462a-806a-f40476b0c103","","","","","","","05:17:04Z","2021","3","15","2021-03-15 4:17:04 PM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Katoomba NSW 2780, Australia","","","","","","","","","","","-33.731937","150.284131","EPSG:4326","145.0","","","-33.7319370171","","150.284130536","","EPSG:4326","","","","","","","","","","163643141","","","Tim","2021-04-06T02:31:09Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","c6f9b9aa-8d23-4e98-bc91-1d4f4bf7d2ba","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Tim","2021-04-05T07:37:09Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/72980981","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/72980981","72980981","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","02:46:57Z","2021","3","15","2021-03-15 1:46:57 PM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, NSW, Australia","","","","","","","","","","","-33.745559","150.279417","EPSG:4326","5.0","","","-33.7455590421","","150.279416889","","EPSG:4326","","","","","","","","","","163441357","","","Tim","2021-04-05T04:52:13Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","6936098d-e192-4bf5-b0cb-f61a7ad95b4a","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Chris Jonkers","2021-02-24T19:58:19Z","","CC-BY-NC 4.0 (Int)","Chris Jonkers","","","https://www.inaturalist.org/observations/67694106","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/67694106","67694106","","Jonkers, Chris","","","","","","flowering|flower budding","","","PRESENT","","","","","","","","Quite a large population in rocky heath above Paddy's Creek","","","","","","","","","2021-01-06T03:41:00Z","03:41:00Z","2021","1","6","2021/01/06 2:41 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Newnes State Forest NSW 2790, Australia","","","","","","","","","","","-33.411648","150.227931","EPSG:4326","","","","-33.4116478997","","150.2279312","","EPSG:4326","","","","","","","","","","149460910","","","Chris Jonkers","2021-01-07T04:56:56Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","c0eb9660-e9c7-494c-807d-5ad7ac84a8d3","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Julia","2021-02-24T19:23:42Z","","CC-BY-NC 4.0 (Int)","Julia","","","https://www.inaturalist.org/observations/69882638","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/69882638","69882638","","Julia","","","","","","flowering|flower budding","","","PRESENT","","","","","","","","","","","","","","","","","","06:47:24Z","2021","2","20","Sat Feb 20 2021 17:47:24 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains National Park, Narrow Neck, NSW, AU","","","","","","","","","","","-33.748056","150.278804","EPSG:4326","391.0","","","-33.7480563816","","150.2788044458","","EPSG:4326","","","","","","","","","","155810460","","","Julia","2021-02-20T21:34:14Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","1831090c-9e2b-45b1-8698-23fba419eb07","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","PQuinton","2021-05-29T05:20:33Z","","CC-BY-NC 4.0 (Int)","PQuinton","","","https://www.inaturalist.org/observations/75391909","","","","iNaturalist","Observations","iNaturalist observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/75391909","75391909","","Pquinton","","","","","","","","","PRESENT","","","","","","","","Small Flannel - perhaps windblown Actinotus forsythii.","","","","","","","","","2021-03-07T23:17:00Z","23:17:00Z","2021","3","8","2021/03/08 10:17 AM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Sassafras NSW 2622, Australia","","","","","","","","","","","-35.088915","150.144217","EPSG:4326","31.0","","","-35.0889149028","","150.1442170143","","EPSG:4326","","","","","","","","","","","","","","","","needs_id","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","c94e919d-f707-4487-87fd-f1c4ec3e16c6","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","tobyyy","2021-03-14T15:12:46Z","","CC-BY-SA 4.0 (Int)","tobyyy","","","https://www.inaturalist.org/observations/71185581","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/71185581","71185581","","Tobyyy","","","","","","flowering","","","PRESENT","","","","","","","","","","","","","","","","","2021-03-13T03:03:00Z","03:03:00Z","2021","3","13","2021/03/13 2:03 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, NSW, Australia","","","","","","","","","","","-33.556927","150.277822","EPSG:4326","","","","-33.5569266667","","150.2778216667","","EPSG:4326","","","","","","","","","","159363986","","","tobyyy","2021-03-14T03:01:45Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","dce8b693-f0c3-4587-a6d0-84de70fe8f80","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Lucy Taylor","2021-03-16T01:17:49Z","","CC-BY-NC 4.0 (Int)","Lucy Taylor","","","https://www.inaturalist.org/observations/71152766","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/71152766","71152766","","Taylor, Lucy","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","22:53:04Z","2021","3","13","Sat Mar 13 2021 09:53:04 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Bell, NSW, AU","","","","","","","","","","","-33.537888","150.305053","EPSG:4326","4.0","","","-33.5378883333","","150.3050533333","","EPSG:4326","","","","","","","","","","159293196","","","Lucy Taylor","2021-03-13T19:50:33Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","47b430b0-3ce3-4560-8f59-c82b0e47c423","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","tom_brennan","2021-05-09T14:00:18Z","","CC-BY-NC 4.0 (Int)","tom_brennan","","","https://www.inaturalist.org/observations/78042031","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/78042031","78042031","","","","","","","","flowering","","","PRESENT","","","","","","","","","","","057ed5ed-3bf6-4fd4-9098-e6dfb6fd4934","","","","","","2020-12-12T03:35:00Z","03:35:00Z","2020","12","12","2020/12/12 2:35 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Newnes NSW 2790, Australia","","","","","","","","","","","-33.185023","150.199317","EPSG:4326","","","","-33.1850226","","150.1993172","","EPSG:4326","","","","","","","","","","173225745","","","tom_brennan","2021-05-09T11:37:16Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","a7e95fdb-5e11-45d1-9a2d-a050aab9f1c3","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Dion Maple","2021-03-27T09:37:28Z","","CC-BY-NC 4.0 (Int)","Dion Maple","","","https://www.inaturalist.org/observations/72149475","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/72149475","72149475","","Maple, Dion","","","","","","flowering","","","PRESENT","","","","","","","","","","","","","","","","","","00:07:05Z","2021","3","27","2021-03-27 11:07:05 AM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Sassafras NSW 2622, Australia","","","","","","","","","","","-35.074782","150.198499","EPSG:4326","14.0","","","-35.0747821099","","150.1984986663","","EPSG:4326","","","","","","","","","","161666925","","","Dion Maple","2021-03-27T08:09:24Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","b3406bf9-eac6-416b-a238-52d04f7135fc","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Tim","2021-04-06T03:19:33Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/73078409","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/73078409","73078409","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","076532ce-a8f3-47ee-8d54-b0a8354420a5","","","","","","2021-03-15T04:47:00Z","04:47:00Z","2021","3","15","2021/03/15 3:47 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, NSW, Australia","","","","","","","","","","","-33.734688","150.282126","EPSG:4326","31.0","","","-33.7346876811","","150.2821263394","","EPSG:4326","","","","","","","","","","163646819","","","Tim","2021-04-06T02:54:11Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","534cf4f3-cdad-4f64-addf-28eb165f8891","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","pintman","2021-03-11T23:28:33Z","","CC-BY-NC 4.0 (Int)","pintman","","","https://www.inaturalist.org/observations/70969242","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/70969242","70969242","","Pintman","","","","","","flowering","","","PRESENT","","","","","","","","","","","","","","","","","","03:56:03Z","2021","3","8","2021-03-08 2:56:03 PM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Narrow Neck Plateau Trail","","","","","","","","","","","-33.732185","150.285428","EPSG:4326","349.0","","","-33.732185176","","150.2854283899","","EPSG:4326","","","","","","","","","","158830881","","","pintman","2021-03-10T23:38:16Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","b6481807-7323-43e9-b8da-976e44eb7774","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Alison","2021-03-02T01:14:31Z","","CC-BY-NC 4.0 (Int)","Alison","","","https://www.inaturalist.org/observations/70385802","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/70385802","70385802","","Alison","","","","","","flowering|flower budding","","","PRESENT","","","","","","","","","","","","","","","","","","06:08:26Z","2021","2","28","Sun Feb 28 2021 17:08:26 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Glenraphael Drive, Katoomba, NSW, AU","","","","","","","","","","","-33.730612","150.286653","EPSG:4326","4.0","","","-33.7306116667","","150.2866533333","","EPSG:4326","","","","","","","","","","157230432","","","Alison","2021-03-01T11:18:48Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","4f8119fc-a3a1-4696-be5c-af524940e533","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","valley17","2021-02-24T19:56:35Z","","CC-BY-NC 4.0 (Int)","valley17","","","https://www.inaturalist.org/observations/67841370","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/67841370","67841370","","valley17","","","","","","flowering|flower budding","","","PRESENT","","","","","","","","","","","","","","","","","","00:30:27Z","2020","12","21","Mon Dec 21 2020 11:30:27 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Glenraphael Drive, Katoomba, NSW, AU","","","","","","","","","","","-33.731962","150.28395","EPSG:4326","8.0","","","-33.7319616667","","150.28395","","EPSG:4326","","","","","","","","","","149909957","","","Jill Dark","2021-01-10T08:16:37Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","4e4d5a18-cc1c-4c5c-a90b-2c97f413d457","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Janet Russell","2021-06-09T11:17:35Z","","CC-BY-NC 4.0 (Int)","Janet Russell","","","https://www.inaturalist.org/observations/82273514","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/82273514","82273514","","Russell, Janet","","","","","","","","","PRESENT","","","","","","","","","","","60e4c82b-20ac-4e5e-98ef-00d8a737c27b","","","","","","2021-03-15T00:22:00Z","00:22:00Z","2021","3","15","2021/03/15 11:22 AM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Bundanoon NSW 2578, Australia","","","","","","","","","","","-34.684651","150.296641","EPSG:4326","","","","-34.6846513889","","150.2966413889","","EPSG:4326","","","","","","","","","","181746338","","","Janet Russell","2021-06-09T10:59:37Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","c629c72e-f6af-4b4d-8180-7edb91b26eab","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","terra_australis","2021-03-20T06:38:41Z","","CC-BY-NC 4.0 (Int)","terra_australis","","","https://www.inaturalist.org/observations/71580547","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/71580547","71580547","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2021-03-19T23:18:00Z","23:18:00Z","2021","3","20","2021-03-20 10:18:00 AM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, NSW, Australia","","","","","","","","","","","-33.556258","150.277567","EPSG:4326","4.0","","","-33.5562583333","","150.2775666667","","EPSG:4326","","","","","","","","","","160359185","","","terra_australis","2021-03-19T23:20:49Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","b12eea3f-b009-4147-aa90-f43ca3842579","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","johnporter47","2021-02-24T20:02:22Z","","CC-BY-NC 4.0 (Int)","johnporter47","","","https://www.inaturalist.org/observations/9544108","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/9544108","9544108","","johnporter47","","","","","","flowering","","","PRESENT","","","","","","","","In recently burnt low heath with Lepidosperma sp. Banksia ericifolia, Leptospermum juniperinum, Dampiera stricta and Stylidium sp.","","","","","","","","","2015-03-27T00:35:00Z","00:35:00Z","2015","3","27","2015/03/27 11:35 AM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Lithgow NSW 2790, Australia","","","","","","","","","","","-33.444712","150.179382","EPSG:4326","40.0","","","-33.4447117466","","150.1793815256","","EPSG:4326","","","","","","","","","","21000580","","","Ralph Foster","2018-01-23T00:02:06Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","eb997d64-9903-4a68-bae1-09aeb66e95f2","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","helen_y","2021-09-01T05:04:22Z","","CC-BY-NC 4.0 (Int)","helen_y","","","https://www.inaturalist.org/observations/70836148","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/70836148","70836148","","","","","","","","flowering","","","PRESENT","","","","","","","","Area affected by 2019/20 fire.","","","","","","","","","2021-03-08T00:44:00Z","00:44:00Z","2021","3","8","2021/03/08 11:44 AM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","New South Wales, AU","","","","","","","","","","","-33.872131","150.057872","EPSG:4326","28902.0","","","-33.8721305109","","150.0578716375","","EPSG:4326","","","","","","","","","","158468618","","","helen_y","2021-03-08T21:03:33Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","925a8c4e-237f-4296-a33e-4bd316def78d","","","Actinotus forsythii","","","","","","","","",""
