gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3399359751	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/98930564	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides		AU		New South Wales	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.197237	150.36612	108.0						2021-10-21T11:47:52	21	10	2021	3091338	3091338	HUMAN_OBSERVATION	iNaturalist	Observations	98930564		Guy Taseski	2021-10-23T10:31:42	CC_BY_NC_4_0	jack banks	jack banks			2021-11-17T23:46:14.841Z	StillImage	COORDINATE_ROUNDED
3399166069	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/98337491	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides		AU		New South Wales	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-36.284735	149.703287	1424.0						2021-10-16T12:30:00	16	10	2021	3091338	3091338	HUMAN_OBSERVATION	iNaturalist	Observations	98337491		gerring	2021-10-16T01:30:41	CC_BY_NC_4_0	gerring	gerring			2021-11-17T23:46:09.059Z	StillImage	COORDINATE_ROUNDED
3384414550	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/94552588	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides		AU		New South Wales	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.402675	150.834703	5.0						2020-10-12T10:20:00	12	10	2020	3091338	3091338	HUMAN_OBSERVATION	iNaturalist	Observations	94552588		emmarooksby	2021-09-12T09:56:23	CC_BY_NC_4_0	emmarooksby	emmarooksby			2021-11-17T23:46:50.593Z	StillImage	COORDINATE_ROUNDED
3384041955	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/95944617	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides		AU		New South Wales	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-37.211788	150.021089	15.0						2021-09-24T13:28:50	24	9	2021	3091338	3091338	HUMAN_OBSERVATION	iNaturalist	Observations	95944617		teaa981	2021-09-24T10:36:03	CC_BY_NC_4_0	Jess Bettanin	Jess Bettanin			2021-11-17T23:47:51.920Z	StillImage	COORDINATE_ROUNDED
3384040511	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/95354731	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides		AU		New South Wales	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.5547	150.299208	5.0						2021-09-19T12:52:52	19	9	2021	3091338	3091338	HUMAN_OBSERVATION	iNaturalist	Observations	95354731		R.A.M	2021-09-19T12:03:54	CC_BY_NC_4_0	cristinacee	cristinacee			2021-11-18T00:03:24.038Z	StillImage	COORDINATE_ROUNDED
3381455131	75bfed9c-679d-4c8f-ab46-feb2eb98512a	7eac1755-7a9b-4ffd-aa7d-de000b908b52	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides	Vent.		Nadgee Nature Reserve	New South Wales	PRESENT		3c5e4331-7f2f-4a8d-aa56-81ece7014fc8			3.0	3.0E-5					1998-01-06T00:00:00	6	1	1998	3091338	3091338	HUMAN_OBSERVATION					Betty Wood		CC_BY_4_0		Wood, Don|Wood, Betty			2021-10-05T15:32:45.303Z		COORDINATE_INVALID
3381454927	75bfed9c-679d-4c8f-ab46-feb2eb98512a	377f9915-d38a-4fbf-9539-d42c69d1d965	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides	Vent.	AU	Princes Highway/Pointer Gap Rd	New South Wales	PRESENT		3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	-35.2478	150.4236	50.0	5.0E-4									3091338	3091338	OBSERVATION					Betty Wood		CC_BY_4_0		Wood, Don|Wood, Betty			2021-10-05T15:32:45.039Z	StillImage	COORDINATE_ROUNDED;RECORDED_DATE_INVALID
3381454894	75bfed9c-679d-4c8f-ab46-feb2eb98512a	7729d959-0d68-452e-b2da-b8f778c5c979	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides	Vent.	AU	Princes Highway/Pointer Gap Rd	New South Wales	PRESENT		3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	-35.24787	150.42362	50.0										3091338	3091338	UNKNOWN					Betty Wood		CC_BY_4_0		Wood, Don|Wood, Betty			2021-10-05T15:32:45.009Z	StillImage	COORDINATE_ROUNDED;RECORDED_DATE_INVALID
3381453850	75bfed9c-679d-4c8f-ab46-feb2eb98512a	fc3050b4-1371-4c69-b6b0-0589f09515dd	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides	Vent.		Wandera State Forest	New South Wales	PRESENT		3c5e4331-7f2f-4a8d-aa56-81ece7014fc8			3.0	3.0E-5									3091338	3091338	UNKNOWN					Betty Wood		CC_BY_4_0		Wood, Don|Wood, Betty			2021-10-05T15:32:44.075Z		COORDINATE_INVALID;RECORDED_DATE_INVALID
3381453263	75bfed9c-679d-4c8f-ab46-feb2eb98512a	36fd6e0f-5ad8-4342-ac24-594e83a329aa	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Calomeria	Calomeria amaranthoides		SPECIES	Calomeria amaranthoides Vent.	Calomeria amaranthoides	Vent.		Nadgee Nature Reserve	New South Wales	PRESENT		3c5e4331-7f2f-4a8d-aa56-81ece7014fc8			3.0	3.0E-5									3091338	3091338	UNKNOWN					Betty Wood		CC_BY_4_0		Wood, Don|Wood, Betty			2021-10-05T15:32:43.093Z		COORDINATE_INVALID;RECORDED_DATE_INVALID
